book	chapter	verse	suz_sentence	npi_sentence	alignment_type	confidence_signal
JHN	15	14	गेपुकी आं देंशो पना पन बाक्‍तीनी हना, आं वारच ननी।	यदि तिमीहरूले मैले आज्ञा गरेका कुराहरू गर्छौ भने तिमीहरू मेरा मित्रहरू हौ ।	1:1	length_only
JHN	15	15	मुल रे गो इन कली वाइल मदेंनुङ। मारदे हना वाइल आ ठेयब मुरुमी मार गेय पचशो बाक्‍मे, मेको वाइलम मतुइक्‍ब।	म तिमीहरूलाई नोकरहरू भन्‍दिनँ, किनकि त्यसका मालिकले के गरिरहेछ सो नोकरले जान्दैन ।	2:1	length_only
JHN	15	15	गो चहिं इन कली आं आफ आ देंशो नेल्‍ल शेंताक्‍न्‍नी। मोपतीके इन कली वारच देंनुङ।	मैले तिमीहरूलाई मित्र भनेको छु, किनकि मैले मेरा पिताबाट सुनेका सबै कुरा तिमीहरूलाई प्रष्‍ट पारेको छु ।	2:1	length_only
JHN	15	16	गेपुकीमी आं कली मयोव़यीनी। तन्‍न गेपुकी लशा फल सिश्‍शा, इन सिश्‍शो फल लील, दे गो इन कली योव़तन्‍नी।	तिमीहरूले मलाई चुनेनौ, तर मैले तिमीहरूलाई चुनेँ, र तिमीहरूलाई नियुक्‍त गरेँ, ताकि तिमीहरू जाओ, र फल फलाओ अनि तिमीहरूका फल रहनुपर्छ ।	2:1	length_only
JHN	15	16	मिनु गेपुकीमी आं आफ कली आं नेंमी इन दाक्‍शो पुंइनीनु, आं आफोमी इन कली गेवल, दे वोइक्‍तन्‍नी।	त्यसैले तिमीहरूले मेरो नाउँमा पितासँग जे माग्छौ, सो उहाँले तिमीहरूलाई दिनुहुनेछ ।	1:1	length_only
JHN	15	17	गो इन कली ‘दाक्‍मुने’ दे माइक्‍तन्‍नी” देंत।	म तिमीहरूलाई यी कुराहरू आज्ञा गर्छुः कि तिमीहरूले एक अर्कालाई प्रेम गर्नेछौ ।	1:1	length_only
JHN	15	18	मिनु “रागी ङा मुरपुकीमी इन कली मदाक्‍नीमी। इन कली मदाक्‍चा क्‍येङा ङोंइती आं कली मदाक्‍नीम, दे तुइक्‍नीनी।	यदि संसारले तिमीहरूलाई घृणा गर्छ भने, जान कि यसले तिमीहरूलाई घृणा गर्नुअगि मलाई घृणा गरेको छ ।	1:1	length_only
JHN	15	19	गेपुकी रागी ङा मुर खोदेंशो बाक्‍तीनी हना, रागी ङा मुरपुकीमी इन कली दाक्‍नीमी। तन्‍न गे रागी ङा मुर मननी।	यदि तिमीहरू संसारका थियौ त, संसारले तिमीहरूलाई आफ्नैझैँ प्रेम गर्ने थियो ।	2:1	length_only
JHN	15	19	गो इन कली रागी ङा मुरपुकी रे योव़तन्‍नी। मोपतीके रागी ङा मुरपुकीमी इन कली मदाक्‍नीम।	तर तिमीहरू संसारका होइनौ, र मैले तिमीहरूलाई संसारबाट चुनेँ, यसकारण संसारले तिमीहरूलाई घृणा गर्छ ।	2:1	length_only
JHN	15	20	मिनु ङोंइती गो इन कली ‘होव़प क्‍येङा वाइली ठेयब ममाइ’ देंती। मिनु आं देंशो मिम्‍तीन।	मैले तिमीहरूलाई भनेको वचन याद राख, ‘नोकर त्यसको मालिकभन्दा महान् हुँदैन ।’ यदि तिनीहरूले मलाई सताएका छन् भने, तिनीहरूले तिमीहरूलाई पनि सताउनेछन् ।	2:1	length_only
JHN	15	20	मुरपुकीमी आं कली श्‍येत गेतीमी हना, इन कली यो श्‍येत गेनीमी। मुरपुकीमी दोपा आं देंशो लोव़ नेंशा टीमे, मोपा इन देंशो लोव़ यो टीनीम।	यदि तिनीहरूले मेरो वचन पालन गरेका थिए भने तिनीहरूले तिमीहरूको पनि पालन गर्नेछन् ।”	2:1	length_only
JHN	15	21	मुरपुकीमी आं नोले खोइक्‍ब इन कली श्‍येत गेनीम। मारदे हना आं कली सोइक्‍ब कली मतुइक्‍नीम।	तिनीहरू मेरो नाउँको कारणले तिमीहरूलाई यी सबै कुराहरू गर्नेछन्, किनकि मलाई पठाउनुहुनेलाई तिनीहरू चिन्दैनन् ।	2:1	length_only
JHN	15	22	गो रागीमी जाक्‍शा, मेको मुर आन कली शेंताक्‍ङमी। आं लोव़ तुइश्‍शा यो मटीमे।	यदि म आएको थिइनँ, र तिनीहरूसँग बोलेको थिइनँ भने त, उनीहरूमा पाप हुने थिएन, तर अब त तिनीहरूसित आफ्नो पापको लागि कुनै बहाना छैन ।	2:1	length_only
JHN	15	23	सुमी आं कली मदाक्‍बा, मेकोमी आं आफ कली यो मदाक्‍ब।	जसले मलाई घृणा गर्छ, त्यसले मेरा पितालाई पनि घृणा गर्छ ।	1:1	length_only
JHN	15	24	आं क्‍येङा ङोंइती सुइमी आं खोदेंशो गेय मकोंइदे। मेको गेय कोंइशा यो मुरपुकीमी आं आफ नु गो निम्‍फा आंस कली मदाक्‍नीम।	यदि मैले तिनीहरू माझ कसैले नगरेका कामहरू गरेको थिइनँ भने तिनीहरूमा कुनै पाप हुने थिएन, तर अहिले तिनीहरूले म र मेरा पिता दुवैलाई देखेका छन्, र घृणा गरेका छन् ।	2:1	length_only
JHN	15	25	परमप्रभु यावेमी ब्रेक्‍पाइश्‍शो लोव़ थमा दुम्‍चा कली आं कली मदाक्‍नीम। मार ब्रेक्‍पाइश्‍शो बाक्‍त देंशा हना ‘मेकोपुकीमी आं कली मोशा यो मदाक्‍नीम’ दे ब्रेक्‍शो बाक्‍त।	तर यो तिनीहरूको व्यवस्थामा लेखिएको वचन पुरा हुनलाई हो, ‘तिनीहरूले मलाई विनाकारण घृणा गरे ।’	2:1	length_only
JHN	15	26	गो मेको कली आफ आ बाक्‍तीक रे सोइक्‍नुङ। मेको परमप्रभु यावे रे जाक्‍शो थमा ङा सोक्‍त बाक्‍ब।	जब सल्लाहकार आउनुहुन्छ जसलाई म तिमीहरूको निम्ति पिताको तर्फबाट पठाउनेछु अर्थात् सत्यको आत्मा जो पिताबाट जानुहुन्छ, उहाँले मेरो बारेमा गवाही दिनुहुनेछ ।	2:1	length_only
JHN	15	27	मिनु गेपुकी यो आं सांकछी दुम्‍शा, मुर आन कली आं पर्बम शेंनीनी। मारदे हना गेपुकी ङोंइती रे गो नु बाक्‍शो ननी” देंत।	तिमीहरूले पनि गवाही दिइरहेका छौ, किनकि तिमीहरू मसँग सुरुदेखि नै छौ ।	2:1	length_only
JHN	16	1	मिनु येसुमी “गो एको लोव़ नेल्‍ल मारदे शेंता‍क्‍न्‍‍‍नी देंशा हना, थमा सुइक्‍तीक रे नोले मशोंइसीन, दे शेंता‍क्‍‍न्‍नी।	तिमीहरू पछि नहट भनेर मैले तिमीहरूलाई यी कुराहरू भनेको छु ।	1:1	length_only
JHN	16	2	मुरपुकीमी इन कली ग्रुम्‍तीक खिं रे तिल्‍नीम।	तिनीहरूले तिमीहरूलाई सभाघरबाट बाहिर निकाल्नेछन् ।	1:1	length_only
JHN	16	2	थमा, इच्‍का नोले इन कली साइक्‍बपुकीमी ‘गो परमप्रभु यावे आ दाक्‍शो पना पन बाक्‍ती’ दे मिम्‍नीम।	तर यस्तो समय आउँदै छ कि तिमीहरूलाई मार्ने हरेकले तिनीहरूले परमेश्‍वरको सेवा गरिरहेका छन् भनी ठान्‍नेछन् ।	1:1	length_only
JHN	16	3	मोदेंशो पाइनीम। मारदे हना आं आफ नु आं कली मतुइक्‍नीम।	तिनीहरूले यी कुराहरू गर्नेछन्, किनकि तिनीहरूले न त पितालाई न मलाई नै चिनेका छन् ।	2:1	length_only
JHN	16	4	मिनु गो मेको नेल्‍ल इन कली शेंताक्‍न्‍नी। आं देंशो दुम्‍मेनु, गो इन कली ङोंइती देंशो मिम्‍तीन।	मैले तिमीहरूलाई यी कुराहरू भनेको छु, ताकि त्यो घडी आउँदा मैले तिमीहरूलाई तिनीहरूको बारेमा भनेको कुरा तिमीहरूले सम्झन सक ।	2:1	length_only
JHN	16	4	ङोंइती गो एको लोव़ इन कली मनेंपाइक्‍न्‍नी। मारदे हना गेपुकी नु काथा बाक्‍ती।	मैले तिमीहरूलाई यी कुराहरू पहिले नै भनिनँ, किनकि म तिमीहरूसँगै नै थिएँ ।	2:1	length_only
JHN	16	5	मुल चहिं आं कली रागीमी सोइक्‍ब आ बाक्‍तीकेमी लाइनुङ। गो लती हना यो, गेपुकी सुइमी ‘ते लाइनीनी?’ दे हिल्‍लो मपाइनीनी।	तर अहिले म मलाई पठाउनुहुनेकहाँ जाँदै छु, तर पनि तिमीहरू कसैले पनि ‘तपाईं कहाँ जाँदै हुनुहन्छ ?’ भनी मलाई सोध्दैनौ ।	2:1	length_only
JHN	16	6	तन्‍न आं देंशो नेंशा, इन थुं खाइक्‍ब।	तर मैले तिमीहरूलाई यी कुराहरू भनेको कारण, तिमीहरूको हृदय निराशाले भरिएको छ ।	1:1	length_only
JHN	16	7	नोफा दाइश्‍शा नेनीन, आं लशो इन कली रिम्‍शो दुम्‍ब।	म तिमीहरूलाई साँचो भन्दछुः म जानु नै तिमीहरूको निम्ति असल छ ।	1:1	length_only
JHN	16	7	गो मलती हना, थमा सुइक्‍ब आन कली वारच पाइब मजाक्‍ब। गो लती हना, मेको कली सोइक्‍नुङ।	किनकि म गइनँ भने सल्लाहकार तिमीहरूकहाँ आउनुहुनेछैन, तर यदि म गएँ भने म उहाँलाई तिमीहरूकहाँ पठाउनेछु ।	2:1	length_only
JHN	16	8	मिनु मेको जाक्‍शा, रागी ङा मुर आन कली पाप आ पर्बम नु परमप्रभु यावे आ ङोंइती मार ठीक बाक्‍ब नु परमप्रभु यावे आ निसाफ पतीक दोदेंशो बाक्‍बा, दे शेंब।	जब सल्लाहकार आउनुहुन्छ, उहाँले संसारलाई पाप र धार्मिकता र न्यायको बारेमा गलत साबित गर्नुहुनेछ–	1:1	length_only
JHN	16	9	मेको आन पाप मार बाक्‍त देंशा हना, आं कली थमा मसुइश्‍शो बाक्‍नीम।	पापको बारेमा, किनभने तिनीहरूले ममा विश्‍वास गर्दैनन्;	1:1	length_only
JHN	16	10	परमप्रभु यावे आ ङोंइती ठीक दुम्‍शा बाक्‍चा आ पर्बम मार शेंब देंशा हना, गो आं आफ आ बाक्‍तीक लाइनुङ। मो दुम्‍तीके गेपुकीमी आं कली मताइनीनी, दे शेंब।	धार्मिकताको बारेमा, किनकि म पिताकहाँ जाँदै छु र अब उप्रान्त तिमीहरूले मलाई देख्‍नेछैनौ;	2:1	length_only
JHN	16	11	मिनु निसाफ पचा आ पर्बम मार शेंब देंशा हना, परमप्रभु यावेमी रागी ङा मुर आन कली हुकुम पाइब सैतान कली निसाफ पने थुम्‍तु, दे शेंब।	अनि न्यायको बारेमा, किनकि यस संसारको शासकको न्याय गरिएको छ ।	1:1	length_only
JHN	16	12	मिनु इन कली शेंतीक लोव़ शुश लीब। तन्‍न मुल फाल्‍ने मचाप्‍नीनी।	मैले तिमीहरूलाई धेरै कुरा भन्‍नु छ, तर तिमीहरू अहिल्यै ती कुराहरू बुझ्दैनौ ।	2:1	length_only
JHN	16	13	मिनु थमा ङा सोक्‍त जाक्‍शा, इन कली थमा लां कोंइशा शेंब। मेकोमी आंम मिम्‍शो मशेंब।	तर जब उहाँ अर्थात् सत्यको आत्मा आउनुहुन्छ, उहाँले तिमीहरूलाई सबै सत्यतामा डोर्‍याउनुहुनेछ, किनकि उहाँ आफ्नो निम्ति बोल्नुहुनेछैन ।	2:1	length_only
JHN	16	13	तन्‍न मार मार नेंबा, मेकोन शेंब। नोले मार मार दुम्‍बा, मेको यो शेंब।	तर उहाँले जे सुन्‍नुहुन्छ, त्यही बोल्नुहुनेछ र के हुनेछ भनी उहाँले तिमीहरूलाई बताउनुहुनेछ ।	2:1	length_only
JHN	16	14	आं सक्ति कोंइब। गो मार देंनुङा, मेको इन कली शेंब।	उहाँले मलाई महिमित तुल्याउनुहुनेछ, किनकि उहाँले जे मेरो हो त्यहीबाट लिनुहुन्छ, र उहाँले ती तिमीहरूलाई बताउनुहुनेछ ।	2:1	length_only
JHN	16	15	आं आफ आ सक्ति नु आं सक्ति कान बाक्‍ब।	पितासँग भएका सबै थोक मेरा हुन् ।	1:1	length_only
JHN	16	15	आं आफ नु मार मार बाक्‍मे, मेको आं के नम। मिनु परमप्रभु यावे आ सोक्‍तीमी आं लोव़ नेंशा, इन कली शेंब।	यसकारण उहाँले जे मेरो हो त्यहीबाट लिनुहुन्छ, र उहाँले यो तिमीहरूलाई बताउनुहुनेछ भनी मैले भनेको हुँ ।	2:1	length_only
JHN	16	16	इच्‍का नाक्‍त नोले आं कली मताइनीनी। मिनु इच्‍का नोले ताइनीनी” दे येसुमी आ शेंसीब आन कली माइक्‍तीमी।	अब उप्रान्त तिमीहरूले मलाई केही बेरमा नै देख्‍नेछैनौ, र फेरि केही बेरपछि तिमीहरू मलाई देख्‍नेछौ ।	2:1	length_only
JHN	16	17	आ शेंसीब का निक्‍शीमी “इच्‍का नाक्‍त नोले आं कली मताइनीनी। मिनु लेंशा इच्‍का नाक्‍त नोले ताइनीनी। मिनु गो आं आफ आ बाक्‍तीक लाइनुङ देंत। एको लोव़ मार में” देंमुम्‍तेक्‍म।	तब उहाँका चलाहरूमध्ये केहीले एक आपसमा भने “‘अब उप्रान्त तिमीहरूले मलाई केही बेरमा नै देख्‍नेछैनौ, र फेरि केही बेरपछि तिमीहरू मलाई देख्‍नेछौ ।’ र ‘किनकि म पिताकहाँ जाँदै छु’ भनेर उहाँले हामीलाई के भन्‍नुभएको हो ?”	1:1	length_only
JHN	16	18	मिनु “इच्‍का नोले नाक्‍त देंशो लोव़, मार में, आ देंशो लोव़ मरुबय” देंमुम्‍तेक्‍म।	त्यसैले तिनीहरूले भने, “उहाँले ‘केही बेरमा’ भनेर के भन्‍नुभएको ? उहाँले केको बारेमा बताउँदै हुनुहुन्छ ? सो हामी जान्‍दैनौ ।”	1:1	length_only
JHN	16	19	मिनु येसुमी आ कली हिल्‍लो पाइनीमी, दे तुइक्‍ताक्‍व। मिनु मेको आन कली “इच्‍का नाक्‍त नोले आं कली मताइनीनी। मिनु लेंशा इच्‍का नाक्‍त नोले ताइनीनी देंशो लोव़ आ पर्बम मार लोव़ पमुनी?	तिनीहरूले येशूलाई सोध्‍न चाहेको उहाँले देख्‍नुभयो, र उहाँले तिनीहरूलाई भन्‍नुभयो, “के तिमीहरूले एक आपसमा सोधेको कुरा यही हो कि जसको बारेमा मैले भनेँ ‘अब उप्रान्त तिमीहरूले मलाई केही बेरमा नै देख्‍नेछैनौ, र फेरि केही बेरपछि तिमीहरू मलाई देख्‍नेछौ’ ।”	2:1	length_only
JHN	16	20	नोफा दाइश्‍शा नेनीन, गेपुकी ङाक्‍शा, हिशेक पाइनीनी। रागी ङा मुरपुकी चहिं ग्‍येरसीनीम।	म तिमीहरूलाई साँचो साँचो भन्दछु, तिमीहरू रुनेछौ र विलाप गर्नेछौ, तर संसार खुसी हुनेछ; तिमीहरू निराशाले भरिनेछौ, तर तिमीहरूको निराशा आनन्दमा बद्‌लिनेछ ।	2:1	length_only
JHN	16	21	मीश मुरुमी आल थिचावानु ‘आं थिची जाक्‍त’ दे हिंशा, श्‍येत जाइब। तन्‍न आल थिशा ‘आल का जरमेसाक्‍व’ दे ग्‍येरसीब।	जब स्‍त्रीले जन्म दिन्छिन्, तिनी निराश हुन्छिन्, किनकि तिनको समय आएको छ, तर जब तिनले बच्‍चा जन्माउँछिन्, संसारमा एक बालक जन्मिएको छ भन्‍ने आनन्दले तिनलाई पीडाको सम्झना हुँदैन ।	2:1	length_only
JHN	16	22	मिनु मेको खोदेंशो पा गेपुकी मुल थुं खाइश्‍शो बाक्‍नीनी। तन्‍न गो इन कली लेंशा तङानु, गेपुकी थमा पा ग्‍येरसीनीनी।	त्यसैले तिमीहरू पनि अहिले निराश हुन्छौ, तर म तिमीहरूलाई फेरि भेट्नेछु; अनि तिमीहरूको हृदय खुसी हुनेछ र तिमीहरूको आनन्द तिमीहरूबाट कसैले लैजान सक्‍नेछैन ।	2:1	length_only
JHN	16	23	मेना गेपुकी आं कली मारेइ हिल्‍लो मपाइनीनी।	त्यस दिन तिमीहरूले मलाई कुनै पनि कुरा माग्‍नेछैनौ ।	1:1	length_only
JHN	16	23	नोफा दाइश्‍शा नेनीन, गे आं नेंमी आं आफ कली मार मार पुंइनीनु, आं आफोमी इन कली गेब।	साँचो साँचो म तिमीहरूलाई भन्दछु, यदि तिमीहरूले मेरो नाउँमा मेरा पितासँग कुनै थोक माग्यौ भने यो उहाँले तिमीहरूलाई दिनुहुनेछ ।	1:1	length_only
JHN	16	24	मुल सम्‍म गेपुकीमी आं नेंमी मारेइ मपुंइनी।	अहिलेसम्म तिमीहरूले मेरो नाउँमा केही मागेका छैनौ ।	1:1	length_only
JHN	16	24	पुनीन, मिनु इन पुंइशो ताइनीनी। मेको तशा, गेपुकी थमा पा ग्‍येरसीनीनी।	माग र तिमीहरूले पाउनेछौ, ताकि तिमीहरूको आनन्द पूर्ण होस् ।	2:1	length_only
JHN	16	25	नोले कथा पा मशेंनन्‍नी। मेना आं आफ आ पर्बम मारेइ मख्रुइक्‍थु शेंनन्‍नी।	मैले तिमीहरूलाई यी कुराहरू आलङ्कारिक भाषामा भनेको छु, तर मैले आलङ्कारिक भाषा नबोली तिमीहरूलाई पिताको बारेमा स्पष्‍ट रूपमा बताउने समय आउँदै छ ।	2:1	length_only
JHN	16	26	आं नेंमी पुंइनीनी। मिनु गो ‘आं आफ कली इन पर्बम पुंइनुङ’ दे इन कली मदेंनुङ।	त्यस दिन तिमीहरूले मेरो नाउँमा माग्‍नेछौ, र म तिमीहरूको निम्ति पितासँग प्रार्थना गर्नेछु भनेर म तिमीहरूलाई भन्दिनँ,	2:1	length_only
JHN	16	27	मारदे हना आं कली दाक्‍ताक्‍नी। गो आं परमप्रभु यावे रे जाक्‍शो नङ, दे थमा सुइक्‍तीनी।	किनकि तिमीहरूले मलाई प्रेम गरेका हुनाले र म पिताबाट आएँ भनी तिमीहरूले विश्‍वास गरेका हुनाले पिता आफैँले तिमीहरूलाई प्रेम गर्नुहुन्छ ।	2:1	length_only
JHN	16	28	गो आं आफ रे रागीमी जाक्‍ती।	म पिताबाट आएँ । म संसारमा आएको छु ।	1:2	length_only
JHN	16	28	लेंशा रागी रे पा, आं आफ आ बाक्‍तीक लाइनुङ” देंत।	फेरि म संसार छोड्दै छु, र म पिताकहाँ जाँदै छु ।”	1:1	length_only
JHN	16	29	मिनु आ शेंसीबपुकीमी येसु कली “मुल गे कथा पा मशेंथु, मारेइ मख्रुइक्‍थु शेंनीनी।	उहाँका चेलाहरूले भने, “हेर्नुहोस्, अहिले तपाईं स्पष्‍ट रूपमा बोल्दै हुनुहुन्छ अनि तपाईंले आलङ्कारिक भाषा प्रयोग गरिरहनुभएको छैन ।	1:1	length_only
JHN	16	30	गे नेल्‍ल तुइक्‍नीनी, दे गोपुकी मुल तुइक्‍ताक्‍क। मोपतीके इन कली शेंब ममाल्‍ब।	अब हामी जान्दछौँ, कि तपाईं सबै थोक जन्‍नुहुन्छ, अनि कसैले तपाईंलाई प्रश्‍न सोध्‍नु आवश्यक छैन ।	2:1	length_only
JHN	16	30	गे परमप्रभु यावे आ बाक्‍तीक रे यिशो ननी, दे थमा सुइक्‍तक” देंतेक्‍म।	त्यही कारणले हामी विश्‍वास गर्छौं, कि तपाईं परमेश्‍वरबाट आउनुभएको हो ।”	1:1	length_only
JHN	16	31	मिनु येसुमी “मार, गे मुल थमा सुइक्‍नीनी, मिनु?	येशूले जवाफ दिनुभयो, “के तिमीहरू अब विश्‍वास गर्छौ ?	1:1	length_only
JHN	16	32	नोले नेल्‍ल ब्राशा, इन खिं खिं लशा, आं कली प्रोंइनीनी। मिनु गो का ला बाक्‍नुङ।	हेर, तिमीहरू छरपष्‍ट हुने अर्थात् सबै आ-आफ्नो घरतिर जाने, र मलाई एकलै छोड्ने समय आउँदै छ, ।	2:1	length_only
JHN	16	32	तन्‍न गो का ला मदुम्‍नुङ।	वास्तवमा त्यो समय आइसकेको छ ।	1:1	length_only
JHN	16	32	मारदे हना आं आफ गो नु बाक्‍ब।	तरै पनि म एकलो हुन्‍नँ, किनभने पिता मसँग हुनुहुन्छ ।	1:1	length_only
JHN	16	33	आं कली मिम्‍शा इन थुं नाइश्‍शा बाक्‍कीन, दे एको लोव़ शेंताक्‍न्‍नी। गेपुकी रागीम बाक्‍शा, श्‍येत जाइनीनी।	मैले तिमीहरूलाई यी कुरा भनेको छु, ताकि तिमीहरूलाई ममा शान्ति मिलोस् ।	2:1	length_only
JHN	16	33	तन्‍न थुं बारपाइश्‍शा ग्‍येरसीने। गो रागी कली ग्राती” देंत।	संसारमा तिमीहरूलाई कष्‍ट हुन्छ, तर साहस गरः मैले संसारलाई जितेको छु ।	2:1	length_only
JHN	17	1	मिनु येसुमी मेको लोव़ पने थुम्‍शा, सरीङ गे कोव़शा “आं आफ, आं लची जाक्‍त, इन सक्ति गेयीनी। मिनु गो इन सक्ति कोंइनुङ।	येशूले यी कुराहरू भनिसक्‍नुभएपछि स्वर्गतिर आफ्ना आँखा उचालेर भन्‍नुभयो, “पिता, समय आएको छ; आफ्ना पुत्रलाई महिमित पार्नुहोस्, ताकि पुत्रले तपाईंलाई महिमित पारोस्,	1:1	length_only
JHN	17	2	गे आं कली मुर नेल्‍ल आन कली अधिकार पचा गेतीनी। मिनु आं कली गेशो मुर नेल्‍ल आन कली गेना हना यो ब्रोंइशा बाक्‍चा गेनुङमी।	जसरी तपाईंले पुत्रलाई सारा शरीरमाथि अधिकार दिनुभयो, ताकि जसलाई तपाईंले तिनलाई दिनुभएको छ तिनीहरू सबैलाई अनन्त जीवन मिलोस् ।	2:1	length_only
JHN	17	3	गेना हना यो गे नु ब्रोंइशा बाक्‍चा मार बाक्‍ब देंशा हना, सुमी इन कली गे ला थमा परमप्रभु यावे बाक्‍नीनी नु गो, इन सोइश्‍शो येसु ख्रीस्‍त नङ, दे तुइक्‍नीमी, मेको ला गेना हना यो गे नु ब्रोंइशा बाक्‍चा ताइनीम।	यो अनन्त जीवन होः तिनीहरूले तपाईंलाई अर्थात् एक मात्र साँचा परमेश्‍वर, र जसलाई तपाईंले पठाउनुभएको छ अर्थात् येशू ख्रीष्‍टलाई चिनून् ।	1:1	length_only
JHN	17	4	रागीम बाक्‍शा, इन पपाइश्‍शो गेय थुम्‍शा, इन सक्ति कोंइताक्‍ङमी।	मैले संसारमा तपाईंलाई महिमित तुल्याएको छु । तपाईंले मलाई गर्न दिनुभएको काम मैले सिद्‌ध्याएको छु ।	1:2	length_only
JHN	17	5	आं आफ, रागी सेल्‍चा क्‍येङा ङोंइती गे नु इन छेङछेङमी बाक्‍ती। मुल लेंशा इन बाक्‍तीक जाक्‍चा चिक्‍ताक्‍ङ।	अब, हे पिता, संसार बनिनुभन्दा अगि नै मसँग तपाईंमा भएको महिमाले मलाई तपाईंसँगै महिमित पार्नुहोस् ।	2:1	length_only
JHN	17	6	गेमी रागी रे प्रोंइशो मुरपुकी गेतीनी। मेको आन कली इन नें तुइक्‍पाइक्‍तामी।	तपाईंले मलाई संसारबाट दिनुभएका मानिसहरूकहाँ मैले तपाईंको नाउँ प्रकट गरेँ ।	2:1	length_only
JHN	17	6	मिनु गे आं कली गेतीनी। मेकोपुकीमी इन लोव़ टिना टिन बाक्‍नीम।	तिनीहरू तपाईंका थिए, र तपाईंले तिनीहरू मलाई दिनुभयो, अनि तिनीहरूले तपाईंको वचन पालन गरेका छन् ।	2:1	length_only
JHN	17	7	गे आं कली मार मार गेनी, मेको नेल्‍ल इन के बाक्‍ब, दे मेकोपुकीमी मुल तुइक्‍नीम।	अब तपाईंले मलाई दिनुभएका सबै थोक तपाईंबाट नै आउँदछन् भनी तिनीहरू जान्दछन्,	1:1	length_only
JHN	17	8	गे आं कली शेंताक्‍यीनी। मिनु इन शेंशो लोव़ मेको आन कली शेंताक्‍ङमी।	किनकि मैले सबै वचनहरू तिनीहरूलाई दिएको छु जुन तपाईंले मलाई दिनुभयो ।	2:1	length_only
JHN	17	8	गो इन बाक्‍तीक रे जाक्‍शो नङ, दे थमा पा तुइक्‍नीम। मेकोपुकीमी आं कली सोइक्‍ब, गे ननी, दे थमा सुइक्‍तेक्‍म।	तिनीहरूले ती ग्रहण गरे र म तपाईंबाटै आएको हुँ भनेर तिनीहरूले साँच्‍चै जाने र तपाईंले नै मलाई पठाउनुभएको हो भनी तिनीहरूले विश्‍वास गरे ।	2:1	length_only
JHN	17	9	मिनु गो मेको आन पर्बमी इन कली पुंइनुङ। रागी ङा मुर आन पर्बम मपुंइनुङ।	म तिमीहरूका लागि प्रार्थना गर्दछु ।	2:1	length_only
JHN	17	9	आं कली गेशो मुर आन पर्बम पुंइनुङ। मारदे हना मेकोपुकी इन के नम।	म संसारको निम्ति प्रार्थना गर्दिनँ, तर तपाईंले मलाई दिनुभएकाहरूका निम्ति प्रार्थना गर्छु, किनकि तिनीहरू तपाईंका हुन् ।	2:1	length_only
JHN	17	10	इन के आं के नम। मेकोपुकीमी आं सक्ति कोंइनीम।	सबै जो मेरा हुन्, ती तपाईंका हुन् र तपाईंका सबै मेरा हुन्; म तिनीहरूमा महिमित हुन्छु ।	2:1	length_only
JHN	17	11	मुल गो रागीमी शुश नाक्‍त मबाक्‍नुङ। गे का ला बाक्‍शो आं आफ, इन बाक्‍तीक जाक्‍चशो बाक्‍नुङ।	अब उप्रान्त म संसारमा हुन्‍नँ, तर यी मानिसहरू संसारमा छन् र म तपाईंकहाँ आउँदै छु ।	2:1	length_only
JHN	17	11	आं आफ, आं कली गेशो मुर इन नें ङा सक्तिमी रिम्‍शो कोव़शा वोतीन। दोपा गो गे नु थुं का ङा बाक्‍ङा, मोपा मेकोपुकी यो थुं का दुम्‍शा बाक्‍मल, दे सक्ति गेने।	हे पवित्र पिता, यिनीहरूलाई तपाईंको नाउँमा सुरक्षा दिनुहोस् जसलाई तपाईंले मलाई दिनुभएको छ, ताकि जसरी हामी एक छौँ त्यसरी नै तिनीहरू एक होऊन् ।	2:1	length_only
JHN	17	12	गो आं कली गेशो मुरपुकी नु बाक्‍ङानु, इन नें ङा सक्तिमी रिम्‍शो कोव़शा वोइक्‍तामी।	म तिनीहरूसँग हुँदा मैले तिनीहरूलाई तपाईंको नाउँमा सुरक्षा दिएँ, जसलाई तपाईंले मलाई दिनुभएको छ ।	1:1	length_only
JHN	17	12	सुइ मजाम्‍म। इन ब्रेक्‍पाइश्‍शो लोव़ थमा दुम्‍चा, दे का चहिं जाम्‍शा, नरक लाइब दुम्‍त।	मैले तिनीहरूलाई सुरक्षा दिएँ, र विनाशको पुत्रबाहेक तिनीहरूमध्ये कोही पनि नष्‍ट भएन, ताकि धर्मशास्‍त्र पुरा होस् ।	2:1	length_only
JHN	17	13	इन लोव़ रागीमी शेंताक्‍ङमी। मारदे शेंताक्‍ङमी देंशा हना, आं ग्‍येरशो खोदेंशो पा मेको यो ग्‍येरसीशा बाक्‍मल, दे शेंताक्‍ङमी।	अब म तपाईंकहाँ आउँदै छु, तर म यी कुराहरू संसारमा नै भनिरहेको छु, ताकि तिनीहरूले मेरो आनन्द तिनीहरूमा पुरा गरून् ।	2:1	length_only
JHN	17	14	गो मेको आन कली इन देंशो लोव़ शेंताक्‍ङमी। मिनु रागी ङा मुरपुकीमी मेको आन कली श्‍येत गेम्‍तेक्‍म।	मैले तिनीहरूको वचन दिएको छु, संसारले तिनीहरूलाई घृणा गरेको छ, किनभने जस्तो म संसारको होइनँ, तिनीहरू पनि संसारका होइनन् ।	2:1	length_only
