suz_word	npi_word	frequency	sil_match_status
कोव़ङानु	तिनले	5	not_in_SIL
हिब्रू	भाषामा	5	not_in_SIL
लाप्‍चो	ढोकाहरू	5	not_in_SIL
ब्रीशो	भरिएको	5	not_in_SIL
सांकछी	साक्षीहरू	5	not_in_SIL
मुर	दिने	5	disagree
नें	भनिने	5	disagree
छक	चिन्हहरू	5	not_in_SIL
इन	तपाईंहरूका	5	disagree
लोक्‍बपुकी	दाजुभाइहरू	5	not_in_SIL
परमप्रभु	प्रतिज्ञा	5	not_in_SIL
जाम्‍शा	नाश	5	not_in_SIL
आसीक	आशिषित	5	disagree
आसीक	आशिष्	5	disagree
मुल	अझ	5	disagree
वोंइश	पतिलाई	5	disagree
सुइक्‍ब	विश्‍वासीहरू	5	not_in_SIL
प्रोंइब	मुक्तिदाता	5	not_in_SIL
वाइलीम	कमारा	5	disagree
जोक्‍तीक	बुद्धि	5	not_in_SIL
बारन	रूपमा	5	not_in_SIL
आ	आफ्नै	5	disagree
मूर्ति	मूर्तिहरूलाई	5	not_in_SIL
सुइक्‍बपुकीमी	चेलाहरूले	5	not_in_SIL
मान	भय	5	not_in_SIL
कोंइताक्‍व	प्रकट	5	not_in_SIL
प्रभु	प्रभुका	5	not_in_SIL
आ	अरू	5	disagree
निक्‍शीमी	मानिसहरू	5	not_in_SIL
शेंब	शिक्षकहरू	5	disagree
ङा	सन्तानहरू	5	agree
शेंनीकी	घोषणा	5	not_in_SIL
रागी	गैरयहूदीहरूका	5	disagree
यावे	वचनको	5	not_in_SIL
आन	विरोध	5	disagree
सिलास	सिलास	5	not_in_SIL
ग्रीक	ग्रीक	5	not_in_SIL
बाक्‍तक	बस्यौँ	5	not_in_SIL
जेल्‍खान	झ्यालखानाका	5	not_in_SIL
पर्बम	जस्तो	5	disagree
आन	सबैको	5	disagree
जहाजमी	जहाजमा	5	not_in_SIL
नेल्‍ल	आफैँलाई	5	disagree
दुम्‍तेक्‍म	छन्	5	not_in_SIL
नेल्‍ल	नै	5	disagree
जिचा	वादविवाद	5	disagree
दे	मेरो	5	disagree
अग्रीप्‍पा	राजा	5	not_in_SIL
बेक्‍शा	जीवित	5	not_in_SIL
मरिम्‍शो	निन्दा	5	not_in_SIL
का	समयमा	5	disagree
जहाज	चालकहरूले	5	not_in_SIL
गोपुकीम	हामीले	5	not_in_SIL
थमा	तिमीहरूका	5	disagree
इन	मेरो	5	disagree
मुर	गरिएका	5	disagree
मबाक्‍नीम	छैन	5	not_in_SIL
सुइक्‍तीके	विश्‍वासद्वारा	5	disagree
सुइक्‍तीके	विश्‍वासलाई	5	disagree
चाप्‍ब	सक्षम	5	not_in_SIL
अब्राहाम	उनको	5	not_in_SIL
का	अर्थात्	5	disagree
बाक्‍नय	छौँ	5	not_in_SIL
पाप	पापलाई	5	not_in_SIL
सोक्‍त	आत्मिक	5	disagree
मुर	शरीरको	5	disagree
ख्रीस्‍त	ख्रीष्‍टसँगै	5	not_in_SIL
ख्रीस्‍त	ख्रीष्‍टबाट	5	not_in_SIL
आल	सन्तानहरू	5	disagree
रीब	चाँडै	5	not_in_SIL
बाक्‍ब	गर्छ	5	not_in_SIL
दाक्‍शो	ग्रहणयोग्य	5	not_in_SIL
हना	छ	5	disagree
ग्‍येरसीने	आनन्द	5	not_in_SIL
नेल्‍ल	सबैसँग	5	agree
ठीक	खडा	5	not_in_SIL
प्रभुमी	परमप्रभु	5	not_in_SIL
का	होस्	5	disagree
गेपुकी	त्यसकारण	5	disagree
माल्‍नीम	गरून्	5	not_in_SIL
नेल्‍ल	पूर्ण	5	disagree
पुनीन	प्रार्थना	5	not_in_SIL
पुनीन	गर	5	not_in_SIL
दाक्‍शो	इच्छाद्वारा	5	not_in_SIL
गेमुने	गर	5	not_in_SIL
दुमीने	होओ	5	not_in_SIL
ख्रुइश्‍शो	रहस्यको	5	not_in_SIL
क्‍याम्‍चा	निम्ति	5	not_in_SIL
हीरा	बहुमूल्य	5	disagree
दुम्‍ती	बनेँ	5	not_in_SIL
खोदेंशो	अनुकरण	5	disagree
मिनु	एक	5	disagree
ग्रांग्रा	अनैतिक	5	disagree
मीश	स्‍त्रीको	5	disagree
बाक्‍चा	होस्	5	not_in_SIL
ख्रोइक्‍तीक	न	5	not_in_SIL
वोंइश	पुरुषले	5	disagree
ग्‍युंबे	स्वतन्‍त्र	5	not_in_SIL
माल्‍नीम	हुनुपर्छ	5	not_in_SIL
परमप्रभु	एउटै	5	not_in_SIL
थुं	तिमीहरूको	5	disagree
कली	फाइदा	5	disagree
शेंशो	मण्डलीहरूलाई	5	not_in_SIL
जाक्‍ङानु	आउँदा	5	not_in_SIL
येसुमी	येशूको	5	not_in_SIL
तिमोथी	तिमोथीबाट	5	not_in_SIL
रे	बचाउनुभयो	5	disagree
बाक्‍नीकी	गर्छौं	5	not_in_SIL
दाक्‍तीके	प्रेमको	5	disagree
ङोन	शुद्ध	5	disagree
परमप्रभु	ईश्‍वरीय	5	not_in_SIL
मुल	मैले	5	disagree
ब्रेम्‍शो	नम्रता	5	not_in_SIL
माल्‍ब	नगर्ने	5	not_in_SIL
परमप्रभु	सट्टामा	5	not_in_SIL
थमा	अलग	5	disagree
परमप्रभु	येशूमा	5	not_in_SIL
टिने	बस	5	not_in_SIL
इन	आत्माको	5	disagree
ख्रीस्‍तमी	ख्रीष्‍टबाट	5	not_in_SIL
तेको	कुराहरू	5	disagree
दे	हुन	5	disagree
सैतान	शैतानका	5	not_in_SIL
गेय	कामहरूबाट	5	agree
मेल्‍कीसेदेक	मल्कीसेदेकको	5	not_in_SIL
सुइश्‍शा	नै	5	not_in_SIL
ठेयब	शेखी	5	disagree
सुइक्‍ब	मण्डलीका	5	not_in_SIL
ग्रानीमी	जित्छ	5	not_in_SIL
कागज	मुट्ठोलाई	5	not_in_SIL
प्राक्‍ने	खोल्न	5	not_in_SIL
छाप	छापलाई	5	not_in_SIL
प्राक्‍गानु	खोल्‍नुभयो	5	not_in_SIL
शारा	सवार	5	disagree
ताप्‍तु	फुके	5	not_in_SIL
रागी	पृथ्‍वीमा	5	disagree
पिया	टाउका	5	disagree
बाक्‍त	थिई	5	not_in_SIL
बुस्‍स	अजिङ्गर	5	not_in_SIL
जन्‍तु	त्यसको	5	not_in_SIL
सेउ	पुजा	5	not_in_SIL
पालामी	समयमा	4	not_in_SIL
बेबीलोन	बेबिलोनको	4	not_in_SIL
बाक्‍माक्‍त	भयो	4	not_in_SIL
मरीयम	मरियमको	4	not_in_SIL
क्‍येङा	हुनुभन्दा	4	not_in_SIL
बाक्‍शो	हुनुहुन्छ	4	not_in_SIL
पाप	पापबाट	4	not_in_SIL
परमप्रभु	हुनलाई	4	not_in_SIL
यावे	परमप्रभुका	4	not_in_SIL
गेय	दूतले	4	disagree
आ	उनकी	4	disagree
बाक्‍मा	आएका	4	not_in_SIL
बाक्‍त	गराए	4	not_in_SIL
ग्रुंइशा	निकाले	4	not_in_SIL
ब्रोव़शो	सुगन्धित	4	disagree
फो	दूत	4	disagree
मोबु	बालक	4	not_in_SIL
मोबु	उहाँकी	4	not_in_SIL
आल	बालकहरूलाई	4	disagree
बेक्‍माक्‍त	मरे	4	not_in_SIL
इस्राएल	इस्राएल	4	not_in_SIL
हिंमाक्‍त	डराए	4	not_in_SIL
सहर	वरपरका	4	disagree
जाक्‍शा	उनीकहाँ	4	not_in_SIL
बाक्‍त	लिए	4	not_in_SIL
बुस्‍स	विषालु	4	not_in_SIL
आल	सन्तान	4	disagree
चाप्‍ब	सक्‍नुहुन्छ	4	not_in_SIL
ब्‍वाक्‍कुम	पानीले	4	not_in_SIL
हाम्‍शो	उहाँको	4	not_in_SIL
चेरब	गहुँ	4	agree
ब्‍वाक्‍कु	पानीबाट	4	not_in_SIL
दुम्‍शा	गरी	4	not_in_SIL
ग्‍येरसीनुङ	प्रसन्‍न	4	not_in_SIL
नवे	हुनुहुन्छ	4	not_in_SIL
सैतानमी	दुष्‍टले	4	not_in_SIL
इ	तपाईंका	4	disagree
पोक्‍च	घोप्‍टो	4	not_in_SIL
पाइबपुकी	स्वर्गदूतहरू	4	not_in_SIL
जाक्‍दीश्‍शा	जानुभयो	4	not_in_SIL
समुन्‍द्र	गालील	4	not_in_SIL
साइ	यशैया	4	disagree
लेत्‍तीन	गर	4	not_in_SIL
रे	जाँदै	4	disagree
सापाइक्‍ना	निको	4	not_in_SIL
बाक्‍तीकेमी	भएको	4	not_in_SIL
मिनु	मानिसहरूले	4	disagree
आन	ल्याए	4	disagree
ग्‍येरसीने	होओ	4	not_in_SIL
छेङछेङ	उज्यालो	4	agree
पा	बिचमा	4	disagree
दुम्‍ब	जानेछैन	4	not_in_SIL
मुर	हत्या	4	disagree
मसाइक्‍चा	नगर	4	not_in_SIL
ताइक्‍तो	फ्याँकिदेऊ	4	not_in_SIL
नरकम	नरकमा	4	not_in_SIL
पुंइसीचा	आफ्नो	4	disagree
ब्रेक्‍शा	पत्र	4	not_in_SIL
नेंमी	म	4	not_in_SIL
सेल्‍ने	बनाउन	4	not_in_SIL
आन	सट्टामा	4	disagree
लने	जाऊ	4	not_in_SIL
पुनीने	गर	4	not_in_SIL
आन	दुवैका	4	disagree
आन	दाजुभाइहरूलाई	4	disagree
होस	सावधान	4	disagree
पांइसीने	रहो	4	not_in_SIL
आफोमी	पिताबाट	4	not_in_SIL
मपने	नहोओ	4	not_in_SIL
लांमी	छेउमा	4	not_in_SIL
राप्‍शा	उभिएर	4	not_in_SIL
ख्रेक्‍शा	अभिषेक	4	not_in_SIL
शोंप	सम्‍पत्ति	4	disagree
खिया	जहाँ	4	not_in_SIL
खुइ	घर	4	disagree
तेकेर	जहाँ	4	disagree
मेकेरन	त्यहाँ	4	not_in_SIL
तूचा	वा	4	disagree
श्‍येत	चिन्ता	4	not_in_SIL
पुक्‍शा	नापले	4	not_in_SIL
ओव़चा	उघारिनेछ	4	disagree
मेकोमी	सबैले	4	not_in_SIL
बुस्‍स	सर्प	4	not_in_SIL
आ	उहाँसँग	4	disagree
क्‍येङा	बढ्ता	4	not_in_SIL
भेडा	भेडाको	4	not_in_SIL
कली	असल	4	disagree
दाक्‍शो	इच्छालाई	4	not_in_SIL
छक	धेरै	4	not_in_SIL
सेरथे	चट्टानमाथि	4	not_in_SIL
रेउ	बाढी	4	disagree
शेंशो	शिक्षा	4	not_in_SIL
सापाइक्‍ने	पार्न	4	not_in_SIL
सामाक्‍त	भयो	4	not_in_SIL
साशो	पुजारीकहाँ	4	not_in_SIL
बाक्‍नीम	बस्‍नेछन्	4	not_in_SIL
मुरपुकी	रुवाबासी	4	not_in_SIL
पत्रुस	पत्रुसको	4	not_in_SIL
बाक्‍त	थालिन्	4	not_in_SIL
यो	तपाईंलाई	4	disagree
बाक्‍तीक	ठाउँ	4	not_in_SIL
गोपुकी	हामीलाई	4	agree
ग्रूशा	निस्के	4	not_in_SIL
समुन्‍द्रम	समुद्रमा	4	not_in_SIL
शोव़ङमे	बताइदिए	4	not_in_SIL
कली	भेट्न	4	disagree
रागी	तिनीहरूको	4	disagree
लने	जान	4	not_in_SIL
पुन्‍मे	अनुरोध	4	not_in_SIL
मेकेर	गर्नुभयो	4	disagree
मदुक्‍ब	पक्षाघातीलाई	4	not_in_SIL
बोक्‍शा	उठ्यो	4	not_in_SIL
खिं	घरतर्फ	4	agree
छुल	तिनी	4	disagree
काथा	खाना	4	not_in_SIL
ममाल्‍नीम	पर्दैन	4	not_in_SIL
मुर	केवल	4	disagree
मनङ	हुँ	4	not_in_SIL
थैलो	मशक	4	not_in_SIL
शांबु	नयाँ	4	disagree
ब्रोंइब	जीवित	4	not_in_SIL
नोले	पछाडि	4	agree
थुं	साहस	4	disagree
सुइश्‍शोमी	निको	4	not_in_SIL
बाक्‍शो	गरिरहेका	4	not_in_SIL
ममाइ	छैनन्	4	disagree
इस	तिमीहरूले	4	agree
खुप्‍शा	बोलाउनुभयो	4	not_in_SIL
गेम्‍तीमी	दिनुभयो	4	not_in_SIL
बारथोलोमाइ	बारथोलोमाइ	4	not_in_SIL
अल्‍फयस	अल्फयसका	4	not_in_SIL
झोला	झोला	4	not_in_SIL
फेक्‍तीक	दौरा	4	not_in_SIL
कोक्‍के	लौरो	4	agree
मजाक्‍म	त्यहीँ	4	not_in_SIL
हिक्‍सीशो	मूल्यवान्	4	not_in_SIL
ममा	उसकी	4	disagree
पाइब	भएको	4	not_in_SIL
गेबा	देला	4	not_in_SIL
दोपा	रीतिले	4	disagree
लोव़	शिक्षा	4	disagree
गेय	कामहरूको	4	agree
मार	सुनेका	4	disagree
नेंबाक्‍तेक्‍म	छन्	4	not_in_SIL
महिक्‍सीशो	अनि	4	not_in_SIL
एलीया	एलियालाई	4	not_in_SIL
दोदेंशो	केसँग	4	disagree
वोलम	भूत	4	not_in_SIL
पापी	पापीहरूको	4	not_in_SIL
तशो	गरिएका	4	not_in_SIL
वा	हुने	4	disagree
ताइनीनी	हुनेछ	4	not_in_SIL
तुइक्‍ब	बुद्धिमानी	4	not_in_SIL
आं	हो	4	disagree
तौमी	पुत्र	4	not_in_SIL
तौमी	पुत्रले	4	not_in_SIL
बाला	अन्‍न	4	not_in_SIL
पामे	गरे	4	not_in_SIL
के	एउटा	4	disagree
कांइचीक	मात्र	4	disagree
फरिसीपुकीमी	फरिसीहरू	4	not_in_SIL
सापाइक्‍तीमी	पार्नुभयो	4	not_in_SIL
रागी	गैरयहूदीहरूलाई	4	disagree
तुइश्‍शा	जान्‍नुभयो	4	not_in_SIL
खिं	घराना	4	agree
रवा	बनाओ	4	disagree
नाक्‍तीम	दिनमा	4	not_in_SIL
नाइक्‍तीके	ठाउँ	4	disagree
शुश	अझ	4	disagree
निस्‍साक्‍व	बस्‍नुभयो	4	not_in_SIL
लांमी	बाटोको	4	not_in_SIL
नां	घाम	4	disagree
बाक्‍मा	थिएनन्	4	not_in_SIL
मारदे	तपाईं	4	disagree
पुंइसीब	दिइनेछ	4	not_in_SIL
दुम्‍त	हुन्छ	4	not_in_SIL
मरुप्‍नीनी	बुझ्दैनौ	4	not_in_SIL
दे	गरेका	4	disagree
आ	हो	4	disagree
खोदेंशो	चाहिँ	4	disagree
बिश्‍शा	ग्रहण	4	not_in_SIL
बाक्‍त	गयो	4	not_in_SIL
सुवा	सामाहरू	4	disagree
ममाइ	थिएन	4	disagree
चेरब	गहुँलाई	4	agree
हना	हुन्छ	4	disagree
ग्‍योव़	गुँड	4	not_in_SIL
प्रोंइशा	छोड्नुभयो	4	not_in_SIL
शेंसीबपुकीमी	उहाँकहाँ	4	not_in_SIL
पाइब	स्वर्गदूतहरू	4	not_in_SIL
मोदेंशोन	यस्तै	4	not_in_SIL
छक	आश्‍चर्यकर्महरू	4	not_in_SIL
मेको	यिनी	4	not_in_SIL
जाक्‍माक्‍त	आयो	4	not_in_SIL
पा	राखेर	4	disagree
डोंगामी	डुङ्गामा	4	not_in_SIL
दल्‍गीर	शङ्का	4	not_in_SIL
थिचा	छुन	4	agree
पाइनीनी	गर्दछौ	4	not_in_SIL
आस	आमाको	4	disagree
चहिं	भन्छौ	4	disagree
यसैयामी	यशैयाले	4	not_in_SIL
ठेयब	आदर	4	disagree
कली	टाढा	4	disagree
मताइब	मानिसलाई	4	not_in_SIL
मतुइक्‍नीनी	छैन	4	not_in_SIL
तेल्‍लेम	कामुक	4	disagree
पचा	अनैतिकता	4	disagree
जाक्‍शा	आइन्	4	not_in_SIL
पाइय्‍यीनी	गर्नुहोस्	4	not_in_SIL
खोइश्‍शा	उहाँलाई	4	not_in_SIL
जचा	खानको	4	disagree
जचा	रोटी	4	disagree
सरीङ	आकाश	4	agree
ओटा	रोटी	4	not_in_SIL
निक्‍शीमी	अरूले	4	not_in_SIL
परमप्रभु	अगमवक्‍ताहरूमध्ये	4	not_in_SIL
येसुमी	उत्तर	4	not_in_SIL
रागीम	पृथ्वीमा	4	not_in_SIL
रे	समयदेखि	4	disagree
ब्रेश्‍शा	यसो	4	not_in_SIL
मदुम्‍ल	नहोस्	4	not_in_SIL
प्रोंइचा	बचाउन	4	disagree
गिंम	जीवन	4	agree
गेब	दिनेछन्	4	not_in_SIL
सां	तिनवटा	4	disagree
आ	यिनको	4	disagree
जाक्‍शा	आई	4	not_in_SIL
रोइ	रोग	4	disagree
मचबेम	सकेनन्	4	not_in_SIL
गेना	कहिलेसम्म	4	agree
ङा	दिने	4	disagree
पिपपुकीमी	राजाहरूले	4	not_in_SIL
तचा	गर्नु	4	disagree
राज्‍यमी	जीवनमा	4	not_in_SIL
पाप्‍तु	गर्छ	4	not_in_SIL
लोव़	शब्द	4	disagree
७०	सत्तरी	4	not_in_SIL
हिसाब	हिसाब	4	not_in_SIL
टलेन्‍ट	नोकर	4	not_in_SIL
जेर	तिर्नुपर्ने	4	disagree
बाक्‍त	गरिदिए	4	not_in_SIL
वारच	सहकर्मी	4	disagree
मेकोमी	त्यसको	4	not_in_SIL
सम्‍म	नगरेसम्म	4	not_in_SIL
इन	तिमीहरूसित	4	disagree
खोला	नदीको	4	not_in_SIL
मुर	गरी	4	disagree
चाक्‍बा	विवाह	4	not_in_SIL
दुम्‍ब	गर्दछ	4	not_in_SIL
सेल्‍शो	बनाइएका	4	not_in_SIL
बाक्‍नीम	थिए	4	not_in_SIL
बाक्‍तीके	आउन	4	disagree
वोइश्‍शा	राख्‍नुभयो	4	not_in_SIL
दाक्‍शो	आफूलाई	4	not_in_SIL
दाक्‍तो	गर्नू	4	not_in_SIL
नेंशा	सुन्यो	4	not_in_SIL
चाप्‍ब	हुन्छ	4	not_in_SIL
पने	सम्भव	4	not_in_SIL
नोले	पछ्याएका	4	disagree
थर	कुलको	4	not_in_SIL
नित्‍तीकेम	सिंहासनमा	4	not_in_SIL
आ	खातिर	4	disagree
लोक्‍ब	दाजुभाइ	4	not_in_SIL
रूमी	दाखबारीमा	4	not_in_SIL
ङा	अरू	4	agree
खोइश्‍शा	जाँदै	4	not_in_SIL
शीम	उहाँलाई	4	not_in_SIL
मान	सेवा	4	not_in_SIL
शुश	धेरैका	4	agree
ब्रेश्‍शा	बोलाएर	4	not_in_SIL
ङोइश्‍शा	भएर	4	not_in_SIL
नासरथ	नासरतबाट	4	not_in_SIL
यावे	आउनुभएका	4	not_in_SIL
दीसा	बिहान	4	disagree
फोव़शी	अन्जीरको	4	disagree
पङा	गर्छु	4	not_in_SIL
लोव़सी	छलफल	4	disagree
देंतय	भन्यौँ	4	not_in_SIL
यूहन्‍ना	उनलाई	4	not_in_SIL
आस	दुई	4	agree
अङगुर	दाखको	4	not_in_SIL
अङगुर	फल	4	not_in_SIL
सु	जसमाथि	4	disagree
जचा	भोज	4	disagree
सेल्‍शा	तयार	4	not_in_SIL
साइश्‍शा	मारे	4	not_in_SIL
नेल्‍ल	एकसाथ	4	disagree
भोज	भोजमा	4	not_in_SIL
देंने	बोल्न	4	not_in_SIL
शेंनीनी	सिकाउनुहुन्छ	4	not_in_SIL
कुल	पक्षपात	4	disagree
क्‍येट	सिक्‍का	4	not_in_SIL
सेंसीशा	पुनरुत्थानमा	4	not_in_SIL
ब्रोंइमानु	न	4	not_in_SIL
ठेयब	पहिलो	4	disagree
कली	ख्रीष्‍टलाई	4	agree
आ	दाऊदका	4	disagree
मेकोपुकीम	तिनीहरू	4	not_in_SIL
मान	प्रमुख	4	not_in_SIL
जशोमी	खान्छ	4	not_in_SIL
चढ़ेतीके	वेदीको	4	disagree
मेकेर	त्यसमा	4	disagree
परमप्रभु	बास	4	not_in_SIL
दारशो	सुन्दर	4	disagree
परमप्रभु	अगमवक्‍ताहरूका	4	not_in_SIL
तुइक्‍ब	बुद्धिमान्	4	not_in_SIL
निक्‍शी	केहीलाई	4	not_in_SIL
लडाइ	लडाइँ	4	not_in_SIL
माल्‍ब	हुनैपर्छ	4	not_in_SIL
ङोंइती	जातिको	4	disagree
अन्‍काल	अनिकाल	4	not_in_SIL
आन	अर्कालाई	4	disagree
आ	सुसमाचार	4	disagree
पाइब	व्यक्‍तिलाई	4	not_in_SIL
प्रोक्‍मल	भागून्	4	not_in_SIL
रूमी	खेतमा	4	not_in_SIL
जचा	न	4	agree
योव़शो	चुनिएकाहरूका	4	not_in_SIL
रागी	चारै	4	disagree
सम्‍म	अगि	4	not_in_SIL
जाक्‍ब	आउनुहुनेछ	4	not_in_SIL
पाइश्‍शो	गरेको	4	not_in_SIL
यो	भएको	4	disagree
जाक्‍त	हेर	4	not_in_SIL
नेल्‍ल	दुवैलाई	4	disagree
का	फेरि	4	disagree
ताक्‍बमी	उसले	4	not_in_SIL
टलेन्‍ट	पाएको	4	not_in_SIL
पाप्‍तीवी	विश्‍वासयोग्‍य	4	not_in_SIL
बाक्‍ते	छौ	4	not_in_SIL
मशोक्‍शो	ठाउँबाट	4	not_in_SIL
मशोक्‍शो	कटनी	4	not_in_SIL
मिनु	त्‍यसकारण	4	disagree
बाक्‍ङानु	थिएँ	4	not_in_SIL
ग्रुम्‍थ	मेरो	4	not_in_SIL
ग्रुम्‍थ	मकहाँ	4	not_in_SIL
यो	जीवनमा	4	disagree
काइयाफास	कैयाफा	4	not_in_SIL
यो	यो	4	disagree
शुश	दुःखित	4	disagree
ग्‍याइक्‍पाइक्‍चा	धोका	4	not_in_SIL
माल्‍ब	छ	4	not_in_SIL
मोदेंशो	त्यो	4	disagree
दुम्‍ब	हुने	4	not_in_SIL
कुम्‍सो	भजन	4	not_in_SIL
नाक्‍दो	राती	4	not_in_SIL
तामी	भेट्टाउनुभयो	4	not_in_SIL
रांमी	शरीर	4	not_in_SIL
हुल	भिडलाई	4	disagree
प्रोंइशा	छोडे	4	not_in_SIL
नेल्‍ल	उहाँलाई	4	disagree
बाक्‍त	भेट्टाएनन्	4	not_in_SIL
आ	आज्ञा	4	disagree
मार	तपाईंहरू	4	disagree
भाले	बास्यो	4	not_in_SIL
बेक्‍माक्‍त	मर्‍यो	4	not_in_SIL
दे	येशूले	4	disagree
मलेत्‍ता	जवाफ	4	not_in_SIL
प्रोंइचा	मुक्त	4	disagree
तन्‍न	तब	4	disagree
थोक्‍शा	लगाए	4	not_in_SIL
पिप	राजालाई	4	agree
शी	क्रुस	4	disagree
वासी	भाग	4	disagree
चढ़ेब	पुजारीहरूले	4	not_in_SIL
प्रोंइने	बचाउन	4	not_in_SIL
छिङछिङ	अन्धकारले	4	disagree
एली	इलोई	4	not_in_SIL
ब्रेत्‍ताक्‍व	बोलाउँदै	4	not_in_SIL
नोले	चेला	4	disagree
गेयीनी	मागे	4	not_in_SIL
सेल्‍शो	बनाएका	4	not_in_SIL
कली	मुखमा	4	disagree
दीसा	भोलिपल्ट	4	agree
हप्‍ता	हप्‍ताको	4	not_in_SIL
दोरशा	दौडे	4	not_in_SIL
बाप्‍शा	दण्डवत्	4	not_in_SIL
निक्‍शीमी	कतिले	4	not_in_SIL
गेनायो	सधैँ	4	disagree
ख्रुम्‍शा	दिँदै	4	not_in_SIL
ख्रुम्‍शा	बप्‍तिस्माको	4	not_in_SIL
यरूसलेम	यरूशलेमका	4	not_in_SIL
बाक्‍माक्‍त	रहनुभयो	4	not_in_SIL
स्‍वर्ग	स्वर्गदूतहरूले	4	not_in_SIL
खतम	नाश	4	not_in_SIL
वोलमी	आत्माले	4	not_in_SIL
जाक्‍दीम्‍माक्‍त	जानुभयो	4	not_in_SIL
वोल	भूतहरूलाई	4	agree
बोक्‍शा	उठ्नुभयो	4	not_in_SIL
माल्‍मे	खोजे	4	not_in_SIL
चाप्‍नीनी	सक्‍नुहुन्छ	4	not_in_SIL
गो	केही	4	disagree
शेंदीमी	प्रचार	4	not_in_SIL
मदुक्‍ब	पक्षाघाती	4	not_in_SIL
बाक्‍त	सिकाउनुभयो	4	not_in_SIL
खोइय्‍यी	लाग	4	not_in_SIL
माल्‍नीम	पर्छ	4	not_in_SIL
बाक्‍मानु	हुँदा	4	not_in_SIL
वामी	कपडाले	4	not_in_SIL
कोव़ङीन	हेर्नुहोस्	4	not_in_SIL
ओव़शा	गए	4	not_in_SIL
ला	अरू	4	disagree
गेचा	लगाउन	4	not_in_SIL
समुन्‍द्र	समुद्रतिर	4	not_in_SIL
आन	आफूकहाँ	4	disagree
कथा	दृष्‍टान्तमा	4	not_in_SIL
ओव़ने	पस्‍न	4	not_in_SIL
पाम्‍तेक्‍म	गरेका	4	not_in_SIL
शेंचा	सिकाउन	4	disagree
गेडा	बिउ	4	disagree
नोफामी	तिनीहरूले	4	not_in_SIL
तन्‍न	आफ्‍नो	4	disagree
रुप्‍ने	बुझ्‍न	4	not_in_SIL
ओव़शा	पस्‍न	4	not_in_SIL
आ	यिनले	4	disagree
सेंदामी	कराए	4	not_in_SIL
श्‍येत	कि	4	not_in_SIL
पोव़	सुँगुरको	4	agree
गेकी	दिनुहोस्	4	not_in_SIL
नेक्‍था	येशूकहाँ	4	not_in_SIL
आं	गर्छु	4	disagree
बाक्‍त	निको	4	not_in_SIL
देंनीनी	भन्‍नुहुन्छ	4	not_in_SIL
बाक्‍को	होऊ	4	not_in_SIL
आन	मानिसहरूमा	4	disagree
रे	ठाउँ	4	disagree
यावे	फर्केर	4	not_in_SIL
तेल	तेलले	4	disagree
काबु	त्यसपछि	4	disagree
भोज	भोज	4	not_in_SIL
मेको	उनका	4	not_in_SIL
बोइश्‍शा	भन्‍नुभयो	4	not_in_SIL
मेकोमी	मानिसले	4	not_in_SIL
इन	तपाईंहरूले	4	disagree
पाइनीनी	गर्छौ	4	not_in_SIL
सेल्‍ने	पार्न	4	not_in_SIL
गेहे	ईर्ष्या	4	not_in_SIL
मुरुमी	भनिन्	4	not_in_SIL
सीदोन	सिदोन	4	not_in_SIL
मतामे	छैन	4	not_in_SIL
कली	अगाडि	4	disagree
सोइक्‍ता	पठाउनुभयो	4	not_in_SIL
लोव़	बहस	4	disagree
का	तिमीहरूमध्ये	4	disagree
लोव़सी	कुरा	4	agree
शोव़	मुखमा	4	not_in_SIL
वोल	आत्मा	4	disagree
जाक्‍दीम्‍मा	आइपुग्‍नुभयो	4	not_in_SIL
सिक्‍सी	चुपचाप	4	not_in_SIL
ब्राइब	गर्छ	4	not_in_SIL
दुशा	शान्तिमा	4	not_in_SIL
ख्रोइक्‍ब	गर्छ	4	not_in_SIL
मुरुमी	तिनले	4	not_in_SIL
हना	गर्दैन	4	disagree
रे	यात्रा	4	disagree
मख्रोइक्‍चा	नगर्नू	4	not_in_SIL
पन	गरेको	4	not_in_SIL
श्‍येत	कठिन	4	not_in_SIL
हना	संसारमा	4	disagree
दुम्‍चा	इच्छा	4	not_in_SIL
नोले	पछिपछि	4	agree
डांडा	डाँडामा	4	agree
गधा	बछेडो	4	not_in_SIL
लेश्‍शा	फिर्ता	4	not_in_SIL
मारदे	त्यो	4	disagree
मिनु	अहिले	4	disagree
प्रार्थना	प्रार्थनाको	4	not_in_SIL
पाइब	उनले	4	not_in_SIL
सोइक्‍ता	पठाए	4	not_in_SIL
फुल्‍लु	कुने-ढुङ्गो	4	disagree
आल	बालबच्‍चा	4	disagree
ममाइ	होइनौ	4	agree
नोले	आज्ञा	4	disagree
गेप्‍तु	दिए	4	not_in_SIL
सहर	सहरतिर	4	disagree
का	एक-एक	4	agree
तूङमे	पिए	4	not_in_SIL
खेयप	तिमीले	4	not_in_SIL
मिनु	येशू	4	disagree
लेश्‍शा	उहाँ	4	not_in_SIL
देंशो	दिएका	4	not_in_SIL
नां	सबेरै	4	disagree
प्रोंइचा	मुक्‍त	4	disagree
मरिम्‍शो	सहभागी	4	not_in_SIL
चोक्‍चा	झ्यालखानामा	4	not_in_SIL
खुप्‍शा	बोलाए	4	not_in_SIL
वा	बैजनी	4	disagree
ङा	कुनचाहिँ	4	disagree
नोले	आउन	4	disagree
पुक्‍खी	चिहानभित्र	4	not_in_SIL
