suz_word	npi_word	frequency
रेउ	स्वर्गबाट	1
यिपा	वर्षा	1
यिपा	फलदायी	1
वापा	ऋतुहरू	1
बाक्‍चा	तपाईंहरूका	1
गेशो	भर्नुभएको	1
देवता	वचनहरूले	1
जारशा	भिडलाई	1
ममाल्‍ब	गर्नबाट	1
देंसानु	बढो	1
हेरर	मुस्किलले	1
हेररा	रोके	1
आइकोनीयम	आइकोनियमबाट	1
जाक्‍मा	भिडहरूलाई	1
क्रोम्‍पदमे	हाने	1
बेक्‍त	मरेछ	1
लाइश्‍शा	घिसार्दै	1
राम्‍मानु	उभिरहँदा	1
लेम्‍माक्‍त	पसे	1
बारनाबास	बारनाबाससँग	1
डेरबे	डर्बीतिर	1
मुरुमी	चेलाहरू	1
सुदमे	बनाएपछि	1
लशा	तिनीहरू	1
पिसीदीया	एन्टिओखियामा	1
एन्‍टीओकमी	फर्किए	1
दुम्‍त	बनाउँदै	1
मप्रोनीन	रहिरहनका	1
खोइल	उत्साहित	1
थेक्‍शा	दिने	1
बाक्‍कीने	लागिरहे	1
जचा	सातवटहरूबाट	1
ओव़चा	पस्‍नुपर्छ	1
शेंब	समूहमा	1
वोइक्‍ना	नियुक्त	1
गाक्‍शा	पिसिदिया	1
शेंशा	बोलेपछि	1
अत्‍तलीया	अटालियातिर	1
जाक्‍दीस्‍सा	झरे	1
शेंथ	चढेर	1
योव़शो	एन्टिओखियातिर	1
जिम्‍मा	अनुग्रहमा	1
गेशा	गरिएका	1
जाक्‍शा	एन्टिओखियामा	1
जाक्‍शा	आइपुगेपछि	1
थमा	सभा	1
आं	गर्नुभएका	1
ब्रोंइतीक	ढोका	1
सुइक्‍पा	खोलिदिनुभयो	1
ब्रोंइतीक	सोबारे	1
एन्‍टीओकमी	भाइहरूलाई	1
जाक्‍मा	सिकाए	1
साइ	जबसम्म	1
देंशो	विधिअनुसार	1
चिनु	गर्नुहुन्‍न	1
मपाइतीनी	तबसम्म	1
ब्रोंइचा	बाँच्‍न	1
मताइनीनी	सक्‍नुहुन्‍न	1
ग्‍याल्‍माक्‍त	विवाद	1
पावल	प्रश्‍नलाई	1
सोइश्‍शोपुकी	प्रेरित	1
ग्रुम्‍तीके	एल्डरहरूकहाँ	1
पथ	भाइहरूले	1
सोइक्‍तमे	निर्णय	1
पुंइसीशोपुकी	मण्डलीद्वारा	1
एन्‍टीओक	पठाइए	1
फोनीसीया	फोनिसिया	1
नेंबपुकी	दाजुभाइहरूमा	1
ग्‍येरसमा	आनन्द	1
खाल्‍पा	एल्डरहरूद्वारा	1
मान	गरियो	1
बाक्‍मा	दलबाट	1
लोव़सी	विचार	1
पमुमानु	छलफलपछि	1
गोवानु	अगाडि	1
अर्को	तपाईंहरूको	1
मुर	छनौट	1
शेंशा	थाहै	1
योव़ती	गैरयहूदीहरूले	1
सुइक्‍पाइक्‍थ	गरून्	1
तुइक्‍ब	जान्‍नुहुने	1
गेप्‍तु	दिनुहुन्छ	1
तशा	गर्नुभएर	1
सुइक्‍तीकेमी	भेदभाव	1
बाक्‍नीकी	गर्नुभएन	1
लाइ	हामीहरूले	1
मेको	नसकेको	1
कुरने	जुवा	1
लाक्‍शा	चेलाहरूको	1
कुरपाइक्‍चा	घाँटीमा	1
दुम्‍बा	राख्‍नैपर्छ	1
सुइक्‍तय	गर्दछौँ	1
सुइक्‍तय	बचाइनेछौँ	1
दुम्‍तेक्‍म	बचाइए	1
पालो	बारनाबासद्वारा	1
पपदा	विवरण	1
पपदा	सुनिरहँदा	1
तुइक्‍पदसे	चुपचाप	1
बाक्‍त	रह्‍यो	1
थुम्‍से	छोडेपछि	1
योव़शा	तिनीहरूबाटै	1
सेल्‍तु	लिनलाई	1
सेल्‍तु	कृपादृष्‍टिकासाथ	1
तुइक्‍पाइक्‍तु	बताएका	1
अर्को	यससँग	1
दाऊदमी	दाऊदको	1
सेल्‍पाइश्‍शो	ढलेको	1
ब्रेश्‍शो	पाल	1
नेल्‍ल	भग्‍नावशेषहरूलाई	1
नक	उठाउनेछु	1
सेल्‍शा	फेरी	1
वोइक्‍नुङ	पुनर्स्थापित	1
मुरपुकीमी	लगायत	1
तुइश्‍शा	नाउँद्वारा	1
दुम्‍मल	प्रभुलाई	1
पाइक्‍नुङ	खोज्‍न	1
’	गर्नुहुने	1
मिम्‍चा	परमेश्‍वरतिर	1
माल्‍नय	फर्कने	1
मगेचा	दिनुहुँदैन	1
मजचा	लेख्छौँ	1
तेल्‍लेम	मूर्तिहरूको	1
मपचा	अशुद्धताबाट	1
मब्‍वचा	रगतबाट	1
परमप्रभुमी	सहरमा	1
ब्रेक्‍पाइश्‍शो	व्यवस्थाका	1
तुइक्‍नीम	सबाथमा	1
नाइक्‍तीक	पुस्तौंदेखि	1
तुइक्‍नीम	पढ्दै	1
तुइक्‍नीम	आएका	1
याकूब	मण्डलीका	1
बिस्‍समा	अगुवाहरू	1
बाक्‍त	यहूदा	1
ब्रेक्‍शा	बरसाबास	1
चिठी	सिलासलाई	1
चोव़थ	छानेर	1
सोइक्‍चा	पठाउने	1
सल्‍ला	प्रेरितहरू	1
बिस्‍समा	एल्डरहरू	1
बिस्‍समा	मण्डलीसहितलाई	1
चिठीम	लेखे	1
सिलीसीया	किलिकियामा	1
नेंतक	नगरेका	1
क्‍याल्‍तेक्‍म	दु	1
क्‍याल्‍तेक्‍म	खित	1
नेंतक	खालका	1
सोइश्‍शो	शिक्षाहरू	1
कुरब	छानेर	1
।	लाग्यो	1
महिंब	जोखिममा	1
बाक्‍नीसी	पारेका	1
तुइक्‍पाइक्‍नीसी	पठाएका	1
तुइक्‍नीनी	बताउनेछन्	1
रुप्‍पाइक्‍चा	बढि	1
चहिं	नबोकाउन	1
शेंनीकी	लाग्यो	1
चढ़ेशो	चढाइएका	1
मजचा	बलिदानका	1
मब्‍वचा	कुराहरू	1
मब्‍वचा	रहनुहोस्	1
मचुइक्‍थु	कुराहरूबाट	1
श्‍ये	अलग	1
टीतीनी	राख्‍नुभयो	1
दुम्‍नीनी	भलो	1
यरूसलेम	बिदा	1
ब्रेश्‍शा	तिनीहरूलेभिडलाई	1
चिठी	पारेपछि	1
पढेशा	उत्साहको	1
निक्‍शीमी	भएकोले	1
लोव़	वचनहरूद्वारा	1
यरूसलेम	भाइहरूको	1
लेत्‍ची	पठाउनेहरूकहाँ	1
लेत्‍ची	शान्तिसाथ	1
लेम्‍माक्‍त	पठाइयो	1
उइ	टिप्पणी	1
बाक्‍नुङ	:	1
चहिं	सबैभन्दा	1
एक	उत्तम	1
उइ	प्राचीन	1
सिलास	पाण्डुलिपिहरूले	1
सिलास	३४	1
चहिं	पदलाई	1
एक	छोडेका	1
एक	प्रेरित	1
उइ	१५	1
सिलास	४०	1
बाक्‍नुङ	सिमोनलाई	1
एन्‍टीओकम	अरु	1
बाक्‍शा	धेरैकासाथ	1
बाक्‍शा	बसे	1
पाइक्‍न	जहाँउनी	1
काबु	दिनपछि	1
ते	जाऔँ	1
मेक	सहरका	1
थमा	भाइहरूलाई	1
सुइक्‍बपुकी	भेटौँ	1
कोव़थ	कस्ता	1
”	छन	1
कोव़थ	हेरौँ	1
लाइश्‍शा	लैजान	1
लस	चाहन्थे	1
मलाइक्‍चा	मर्कूसलाई	1
बाक्‍मानु	पाम्फिलियामा	1
पाम्‍फीलीया	छुट्टिएर	1
बाक्‍‍माक्‍त	गएनन्	1
मगारथु	असहमति	1
जिशा	एकअर्काबाट	1
ब्रासा	छुट्टिए	1
ङोइश्‍शा	साइप्रसतिर	1
साइप्रस	समुद्रयात्रा	1
योव़ङा	छाने	1
सुइक्‍बपुकीमी	भाइहरूद्वारा	1
सिलास	अनुग्रहमा	1
कोव़ङल	सुम्पिएपछि	1
सोइक्‍तमे	बिदा	1
मेकेर	मण्डलीहरूलाई	1
बारपदसे	बलियो	1
मिनु	पावल	1
ग्रुम्‍से	चेला	1
तिमोथी	एउटी	1
जात	स्‍त्रीका	1
आफ	बाबुचाहिँ	1
आइकोनीयम	आइकोनियमका	1
तिमोथी	तिमोथीका	1
देंबाक्‍मा	भन्थे	1
तिल्‍शा	तिमोथीलाई	1
ख्रोइक्‍पदा	लान	1
ख्रोइक्‍पदा	इलाकाहरूमा	1
गाउं	सहरहरूको	1
गाक्‍शा	गर्दैजाँदा	1
सोइश्‍शोपुकी	प्रेरितहरूले	1
खाल्‍पा	लेखेर	1
नेंपा	मण्डलीहरू	1
बारपदमे	बलियो	1
तेम्‍सीशा	प्रतिदिन	1
तेम्‍सीशा	संख्यामा	1
दुम्‍मा	गइरहे	1
एसीयामी	मनाही	1
रागी	क्षेत्रहरू	1
माइसीया	माइसियाको	1
बिथीनीया	बिथिनिया	1
मगेमी	रोक्‍नुभयो	1
माइसीया	माइसियाहुँदै	1
ब्रुप्‍शा	जाँदा	1
जाक्‍दीम्‍मा	झरे	1
ङा	एकजना	1
,	गर्नुहोस्	1
सासाक्‍क	देखेपछि	1
शेंथ	बोलाउनुभएको	1
नेल्‍लेमी	निष्कर्ष	1
रुप्‍तक	निकालेर	1
सोइक्‍ता	बाटोतर्फ	1
रुप्‍तक	लाग्यौँ	1
त्रोआस	त्रोआसबाट	1
सामोथ्रेस	सोझै	1
टापु	सामोथ्रेकको	1
सहरमी	नियापोलिस	1
फिलिप्‍पी	रोमी	1
मासीडोनीया	उपनिवेशको	1
फिलिप्‍पी	जिल्लाको	1
सहरमी	फिलिप्पी	1
।	जुनचाहिँ	1
रे	ढोकाबाट	1
लाइतक	पुग्यौँ	1
बुक्‍तीक	ठाउँ	1
जाक्‍दीत्‍तक	ठान्यौँ	1
जाक्‍दीक्‍कानु	बस्यौँ	1
थित्‍तक	स्‍त्रीहरूसँग	1
थित्‍तक	गर्‍यौँ	1
नेंब	थिआटिरा	1
पसल	बसोबास	1
दाइक्‍ब	लिडिया	1
थिआटीरा	वैजनी	1
लिडीया	व्यापारी	1
ठेयब	गर्थिन्	1
बाक्‍बाक्‍माक्‍त	सुनिन्	1
थम	ध्यानपूर्वक	1
नेंतु	सुनून्	1
गेप्‍तु	खोलिदिनुभयो	1
ग्रुंइचा	परिवार	1
ब्‍वाक्‍कुम	सबैजनालाई	1
लिडीयामी	दिएपछि	1
लिडीयामी	गरिन्	1
प्रभु	प्रभुप्रति	1
मिम्‍ताक्‍यीनी	ठान्‍नुहुन्छ	1
जाक्‍कीन	बस्‍नुहोस्	1
माइक्‍तीकी	मनाइन्	1
पथ	स्थानतर्फ	1
खोला	जाँदै	1
काबु	जोखना	1
वाइलीम	हेर्ने	1
मोपा	जोखना	1
होव़प	हेरेर	1
गेबाक्‍माक्‍त	कमाइदिन्थी	1
ग्रुम्‍शा	पावल	1
खोइश्‍शा	लागी	1
गाक्‍ब	मुक्तिको	1
मोदेंशा	गरिरही	1
काबु	झिजो	1
नोले	पछाडितिर	1
थिशा	तँलाई	1
,	आज्ञा	1
खेरतु	गयो	1
होव़पपुकीमी	स्‍त्रीका	1
क्‍येट	मालिकहरूले	1
का	कमाइको	1
मतामे	आशा	1
चुरशा	गुम्‍नेभयो	1
दिंम	बजारमा	1
चाक्‍शा	अधिकारीहरूका	1
राप्‍पाइक्‍तेक्‍म	लगे	1
“	सिलासलाई	1
एको	न्यायाधीशहरूकहाँ	1
नसी	ल्याएर	1
जाक्‍शा	समस्या	1
ऐन	यिनीहरूले	1
कानुनम	कानुन	1
दूली	शिक्षाहरू	1
शेंशा	सिकाइरहेका	1
रोमी	रोमीहरूका	1
कानुनम	ग्रहण	1
पपाइक्‍चा	योग्यका	1
एर	मानिसहरूको	1
पाम्‍तेक्‍म	खनिए	1
प्रुइश्‍शा	च्यातिदिए	1
फेक्‍शो	लहुराले	1
कोक्‍केम	हिर्काउने	1
तुप्‍पाइक्‍तेक्‍म	आदेश	1
तुप्‍शा	पिटेपछि	1
जेल्‍खानमी	सिलासलाई	1
चोक्‍चा	हालिदिए	1
जेल्‍खान	उनीहरूमाथि	1
चोक्‍पाइश्‍शा	निगरानी	1
वोतो	राख्‍न	1
लाइश्‍शा	थुने	1
ठेंङरो	खुट्टाहरू	1
थोक्‍शा	ठिँगुरामा	1
वोइक्‍पदा	हालेर	1
वोइक्‍पदा	बाँधे	1
सिलासमी	सिलास	1
सिलासमी	परमेश्‍वरसँग	1
सेल्‍से	गाउँदै	1
जेल्‍खानमी	कैदीहरूले	1
नेन्‍मे	सुनिरहेका	1
मिनु	अचानक	1
कुशा	गयो	1
जग	जगहरू	1
हिम्‍पदा	हल्लिए	1
ख्रिनुमी	तुरन्तै	1
हिम्‍दानु	झ्यालखानाका	1
जेल्‍खानमी	खोलिए	1
ठेंङरो	खोलिए	1
दुम्‍मेनु	ब्युँझिए	1
ग्री‍चोक	ढोकाहरू	1
छुल	खुल्ला	1
प्रोक्‍शा	कैदीहरू	1
पङा	भागिसके	1
ग्रि	निकालेर	1
शोइश्‍शा	मार्नै	1
क्‍योरसीचशो	चर्को	1
तशा	सोरले	1
तशा	कराएर	1
मपावो	आफूलाई	1
मपावो	नगर्नुहोस्	1
मप्रोक्‍क	सबैजना	1
बाक्‍तक	यहीँ	1
दाशा	हाकिमले	1
दाशा	बाल्न	1
गेयीनी	लगाए	1
चोक्‍शो	दौडेर	1
बाक्‍तीके	डराउँदै	1
बाम्‍माक्‍त	लम्पसार	1
बाम्‍माक्‍त	परे	1
क्‍याम्‍सीबा	पाउनका	1
क्‍याम्‍सीबा	गर्नुपर्छ	1
सुतो	गर्नुहोस्	1
सुतो	पाउनुहुने	1
खिं	घर-परिवारका	1
तुइक्‍पदसे	सुनाए	1
सुइश्‍शा	रातको	1
सिलास	हाकिमले	1
तुप्‍शो	निकालेर	1
गार	लगे	1
चिक्‍तमे	घाउचोटहरू	1
चिक्‍तमे	सफा	1
थुल्‍मे	खुवाए	1
दुम्‍तय	घराना	1
थाम्‍पा	निकै	1
ग्‍येरसमा	रमाए	1
पाइबपुकीमी	झ्यालखानाका	1
जेल्‍खानमी	सन्देश	1
न‍सी	छाडिदेओ	1
मुरुमी	हाकिमले	1
नसी	छाडिदिनू	1
सोइक्‍ताक्‍मे	दिएका	1
गेने	तपाईंहरू	1
मचाप्‍नीम	आउनुहोस्	1
लसे	जानुहोस्	1
नस्‍कु	नागरिक	1
मरुप्‍थु	सार्वजनिक	1
मग्रुंइथु	स्थलमा	1
तुप्‍तीस्‍कीमी	पिटेका	1
चोक्‍तीस्‍कीमी	हालेका	1
सुइ	सुटुक्‍क	1
मगारब	खोज्दैछन्	1
लसीन	छुटाएर	1
ग्रुंइदीस्‍कीमील	लैजाउन्	1
सिपहीपुकी	सिपाहीहरूले	1
चोक्‍पाइक्‍ब	न्यायाधीशहरूलाई	1
निक्‍शी	सिलास	1
नेंशा	पाएपछि	1
हिंमा	न्यायाधीशहरू	1
जेल्‍खानमी	न्यायाधीशहरू	1
जाक्‍मा	बिन्ति	1
चोक्‍पाइश्‍शो	निकाले	1
लिडीया	सिलास	1
लिडीया	झ्यालखानाबाट	1
लिडीया	लिडियाको	1
वारचपुकीमी	सिलासले	1
बारपाइश्‍शा	प्रोत्साहन	1
वोइश्‍शा	सहरबाट	1
अम्‍फी-पोलीस	अम्फिपोलिस	1
आपोल्‍लोनीया	अपोल्लोनिया	1
हिरशा	सहरहरू	1
थिस्‍सलोनीकी	थेसलोनिके	1
यहूदी	आदतअनुसार	1
मोपा	तिनवटा	1
थिस्‍सलोनीकी	विश्राम	1
ओव़शा	दिनसम्म	1
शेंबाक्‍माक्‍त	त्यहाँका	1
शेंचा	धर्मशास्‍त्रबाट	1
यो	तर्क	1
प्रोंइब	खोल्दै	1
सेंसीचा	हुनु	1
सेंसीचा	व्याख्या	1
पाप	यिनै	1
यहूदी	तपाईंहरूका	1
गारमा	साथै	1
ग्रीकपुकी	ग्रीकहरू	1
चोव़मी	ईर्ष्याले	1
हेंथे	बजारका	1
गाक्‍ब	चोकबाट	1
पपदमे	बनाएर	1
पपदमे	मच्‍चाए	1
यासोन	यासोनको	1
दाप्‍शा	आक्रमण	1
मथित्‍थु	भेटाएनन्	1
कीशा	सहरका	1
चाक्‍दीत्‍मे	अधिकारीहरूकहाँ	1
ङा	उलटपुलट	1
दूली	मानिसहरू	1
ग्‍याल्‍पाइश्‍शा	आइपुगेका	1
मेकोपुकीमी	यासोनले	1
इं	मानिसहरूले	1
ममानेचा	विपरित	1
ममानेचा	भन्छन्	1
कका	एकजना	1
अरु	सहरका	1
थुं	हाकिमहरू	1
ग्‍याल्‍मा	आत्तिए	1
वारच	भाइहरूबाट	1
आन	जरिवानाको	1
थाप्‍पाइश्‍शा	लिइसकेपछि	1
बेरोइया	थेसलोनिकेमा	1
यहूदीपुकीमी	मानिसहरूभन्दा	1
थिस्‍सलोनीकी	यहाँका	1
शेंशो	सिकाइएका	1
तन्‍न	होइनन्	1
नोफा	दैनिक	1
दाइश्‍शा	धर्मशास्‍त्रबाट	1
पावल	जाँच्दै	1
सिलास	खुल्ला	1
सुदमे	प्रभावशाली	1
चलेशो	लगायत	1
शेंबाक्‍माक्‍त	गर्दैछन्	1
पपाइश्‍शा	उक्साए	1
पावल	खलबल	1
पचा	मच्‍चाउन	1
चोव़दीबपुकीमी	डोर्‍याइरहेका	1
चोव़दीमा	सहरसम्म	1
लेत्‍चामेनु	पावललाई	1
लेत्‍चामेनु	फर्कंदा	1
रीब	छिट्टो	1
सोइक्‍चा	उनीकहाँ	1
नसी	आउनू	1
सहरम	सिलास	1
रिम्‍शा	पर्खंदै	1
मूर्ति	मूर्ती	1
तेइ	मूर्तीले	1
मनुमाक्‍त	उनीभित्र	1
मनुमाक्‍त	वेचैन	1
अर्को	गर्नेहरूसँग	1
किंत	बजारमा	1
सहरमी	भेटिने	1
ग्रुमानु	कतिजना	1
इपीक्‍युरीपुकी	एपिक्युरी	1
स्‍तोइकीपुकी	स्तोइकी	1
नु	दार्शनिकहरूसँग	1
फश	बकबकेले	1
शेंबाक्‍त	खोज्दैछ	1
देवता	अरूहरूले	1
शेंबाक्‍त	विदेशी	1
सेंसीशा	देवताहरूको	1
ग्‍येरपाइक्‍ब	प्रचारक	1
शेंबाक्‍त	देखिन्छ	1
चाक्‍दीत्‍मे	अरिओपागसमा	1
देल्‍शा	बताइरहनुभएको	1
बाक्‍तीकेमी	शिक्षाको	1
पथ	जान्‍न	1
चाक्‍दीत्‍मे	सक्छौँ	1
मतुइक्‍नीकी	अनौठा	1
शेंदीने	कानमा	1
रुप्‍पतीने	ल्याउँदै	1
एथेन्‍स	एथेन्सबासीहरू	1
एथेन्‍स	परदेशीहरूले	1
पचा	बताउने	1
माल्‍शा	बिताउँदैनथे	1
अरीयोपागसमी	अरिओपागसको	1
एथेन्‍स	एथेन्सबासी	1
ताता	धार्मिक	1
पूजा	किनिक	1
कोव़न	हिँड्दै	1
गाक्‍ङानु	पुज्‍ने	1
मुशा	वस्तुहरू	1
वोइश्‍शो	वेदी	1
मूर्ति	जसमा	1
कामी	ʻअज्ञात	1
मतुइश्‍शो	ईश्‍वरका	1
देवता	निम्तिʼ	1
मतुइक्‍थु	नजानिकन	1
मानेशो	पुज्‍नुहुन्छ	1
जाक्‍ती	बताउँछु	1
परमप्रभुमी	बनाउनुभयो	1
थान	हातहरूले	1
मन्‍दीरमी	मन्दिरहरूमा	1
कका	परेजस्तै	1
नेल्‍ल	गरिनुपर्छ	1
सेल्‍तीमी	बनाउनुभयो	1
ब्रोंइचा	ऋतुहरू	1
परमप्रभुमी	क्षेत्रका	1
पने	सिमानाहरू	1
थुम्‍शो	निर्धारण	1
माल्‍शा	खोजून्	1
थिश्‍शा	सायद	1
रागीमी	खोजेर	1
वोइक्‍तीमी	पाउनेछन्	1
मुर	हामीमध्ये	1
ङोन	कसैबाट	1
ब्रोंइनय	जिउँछौँ	1
ब्रोंइनय	हिँडडुल	1
ब्रोंइनय	उहाँमै	1
ब्रोंइनय	अस्तित्व	1
ब्रोंइनय	कविहरूले	1
ब्रोंइनय	ʻकिनकि	1
तमी	कला	1
गुइमी	विचारअनुसार	1
फुल्‍लु	ढुङ्गाबाट	1
गुइमी	खोपेर	1
मूर्ति	चीज	1
मिम्‍चा	ठान्‍नु	1
मतुइक्‍थु	पहिलेको	1
मो	अज्ञानताको	1
दोस	समयलाई	1
मगेब	दिनुभएन	1
मुर	ठाउँका	1
ब्रेप्‍ब	गर्नुहुन्छ	1
नेल्‍ल	चुन्‍नु	1
पची	मानिसद्वारा	1
सेंताक्‍व	पार्नुभएर	1
पावलमी	प्रमाण	1
सेंचा	एथेन्सका	1
पुंइसाक्‍व	मृत्त	1
निक्‍शीमी	कसै-कसैले	1
निक्‍शीमी	पावललाई	1
नेंनीकी	सुन्‍नेछौँ	1
निक्‍शीमी	अरियोपागसका	1
गारमा	डायनोसियस	1
डियोनीसीयस	दामारिस	1
अरीयोपागस	स्‍त्री	1
कोरिन्‍थ	इटालीबाट	1
अक्‍वीला	अकिला	1
पाइश्‍शो	पोन्टस	1
निक्‍शी	क्लाउडियसले	1
सहरमी	छाड्न	1
रोम	दिएका	1
ग्रुंइशा	पावल	1
ताम्‍बु	पेसा	1
सेल्‍ब	मिल्दथ्यो	1
सांफा	पाल	1
गारशा	बनाउँथे	1
रुप्‍पदुमी	समुदायका	1
पाइनुङ	आत्माले	1
रुपीन	यहूदीहरूलाई	1
दे	बताउन	1
गाक्‍बाक्‍माक्‍त	लगाउनु	1
मसुइक्‍थु	पावलको	1
शुक्‍शी	विरोध	1
फुरकु	टकटक्याउँदै	1
बेक्‍शा	तिमीहरूकै	1
जाम्‍शा	शिरमाथि	1
लाइतीनी	परोस्	1
मताइनीनी	निर्दोष	1
गाक्‍नुङ	जानेछु	1
शेंचा	छाडेर	1
गोवा	तीतस	1
नें	युस्तसको	1
गोवा	गर्दथे	1
नेक्‍थान	पर्दथ्यो	1
शेंस	बोल	1
शेंस	चुप	1
बाक्‍को	नलाग	1
सम्‍म	बसे	1
कोरिन्‍थ	बिचमा	1
आकाया	गालियो	1
ग्‍याइश्‍शा	उठे	1
हुकुम	फैसला	1
सेल्‍चा	लगाउँछ	1
लेत्‍चा	बोल्नै	1
खुइ	अपराधको	1
साइश्‍शो	विषय	1
पङ	तर्कपूर्ण	1
पङ	हुने	1
बाक्‍त	भएकाले	1
मदाक्‍नुङ	मिलाऊ	1
गारीने	विषयहरूमा	1
गारीने	चाहन्‍नँ	1
मेको	गालियोले	1
सोइक्‍ता	आसन	1
सोस्‍थेनेस	सोस्थेनसलाई	1
मपवा	वास्तै	1
कोरिन्‍थ	बसेपछि	1
लची	छोडे	1
जाक्‍ती	अकिला	1
लची	प्रिस्किलालाई	1
सिरीया	सिरियातिर	1
लमाक्‍त	बढे	1
अक्‍वीला	बन्दरगाह	1
प्रिस्‍कीला	छोड्नुभन्दा	1
सिरीया	किंक्रियामा	1
प्रेक्‍गा	खौरे	1
प्रेक्‍गा	नाजरी	1
प्रेक्‍गा	भाकल	1
पावल	उनीचाहिँ	1
यहूदीपुकी	यहूदीहरूसँग	1
यहूदीपुकीमी	पावललाई	1
मचाप्‍नुङ	अनुरोध	1
सोइक्‍ताक्‍यी	लिँदै	1
लेश्‍शा	भएमा	1
जाक्‍शा	तपाईंहरूकहाँ	1
शेंनन्‍नी	फर्किआउनेछु	1
ङोंइसे	एफिससतर्फ	1
सिजरियामी	कैसरियामा	1
ग्‍येत्थ	जहाजबाट	1
सिजरियामी	उत्रेपछि	1
सिजरियामी	उक्लेर	1
थमा	त्यहाँको	1
एन्‍टीओकमी	एन्टिओखियातर्फ	1
जाक्‍दीम्‍माक्‍त	झरे	1
एन्‍टीओकमी	बिताएपछि	1
हिरशा	क्षेत्रका	1
अलेकजेन्‍द्रीया	जन्मका	1
जरमेशो	एलेक्जेन्ड्रियाका	1
पढेशा	धर्मशास्‍त्रीय	1
रुप्‍पाइक्‍ने	बोल्नमा	1
चाप्‍ब	दक्ष	1
प्रभु	अपोलोस	1
जोक्‍शो	व्यक्ति	1
मिनु	जोशिलो	1
शेंबाक्‍माक्‍त	बोल्थे	1
ग्रुंइचा	सिकाउँथे	1
तुइश्‍शो	ज्ञान	1
एफिससमी	अपोलोसले	1
शेंचा	बडो	1
मेको	साहसका	1
आपोल्‍लोस	प्रिस्किलाले	1
खिं	उनको	1
रुप्‍पदसे	ठिकसँग	1
देंमा	प्रोत्साहन	1
रागीमी	चेलाहरूले	1
ग्रुम्‍शा	अनुग्रहद्वारा	1
बारपाइक्‍मी	मद्दत	1
मसुइक्‍ब	धर्मशास्‍त्रद्वारा	1
शेंशा	अपोलोको	1
शेंदा	सीप	1
मचाप्‍मे	नाजवाफ	1
कोरिन्‍थ	माथिल्लो	1
जाक्‍दीम्‍माक्‍त	भूभागको	1
कोरिन्‍थ	बाटोहुँदै	1
कोरिन्‍थ	एफिसस	1
जाक्‍दीम्‍माक्‍त	आइपुगे	1
चहिं	कतिपय	1
एफिससमी	भेटे	1
प्रिंचा	पायौ	1
मनेंशो	अहिलेसम्म	1
ब्‍वाक्‍कुम	केमा	1
ग्रुंइचा	बप्‍तिस्मामा	1
सुतीने	बप्‍तिस्माचाहिँ	1
आ	तिनीभन्दा	1
जाक्‍ब	आउनुहुनेमाथि	1
सुतीने	येशूमाथि	1
मतुइश्‍शो	अन्यभाषाहरूमा	1
सेल्‍मे	अगमवाणी	1
दुम्‍शोपुकी	जम्मा	1
खिंमी	साहससाथ	1
बाक्‍माक्‍त	बिताए	1
ओव़ङीन	बहस	1
सुइश्‍शा	दिलाए	1
लोव़	यहूदीहरूले	1
नेंबपुकीमी	पारे	1
मसुइक्‍थु	अनाज्ञाकारी	1
नक	ख्रीष्‍टको	1
खिंमी	भिडहरूका	1
शेंसीचा	छोडे	1
दाक्‍ब	विश्‍वासहरूलाई	1
इस्‍कुलमी	टुरान्‍नसको	1
नेंचा	प्रवचन	1
खुप्‍शा	कक्षमा	1
बर्स	प्रक्रिया	1
शेंना	चल्यो	1
फेक्‍शो	रुमाल	1
रूमाल	छुवाएर	1
थीपदमेनु	छुवाइदिँदा	1
थीपदमेनु	शरीरबाट	1
साबाक्‍मा	निस्केर	1
वोल	इलाकामा	1
खेरशा	अनुकुल	1
खेरचा	झारफुक	1
आन	लागेकाहरूलाई	1
खेरचा	गर्थे	1
ग्रूङो	निक्ली	1
ग्रूङो	तँलाई	1
पाइबाक्‍मा	गर्छु	1
७	गर्नेमा	1
स्‍केवा	स्केवाका	1
माइश्‍शो	सातजना	1
वोलमी	दुष्‍ट	1
वोलमी	दियो	1
गेपुकी	तँचाहिँ	1
ननी	होस्	1
थिशो	आत्मा	1
खोल्‍शा	तिनीहरूमाथि	1
तुप्‍स	झम्ट्यो	1
खाक्‍शा	लछारपछार	1
शिश्रा	पिट्यो	1
प्रोक्‍मा	घरबाट	1
प्रोक्‍मा	नाङ्गै	1
प्रोक्‍मा	घाइते	1
प्रोक्‍मा	भागे	1
नेन्‍मे	विश्‍वासीहरूलाई	1
नेंमी	उनीहरूमा	1
हेंथे	भय	1
मब्‍वाक्‍चा	उत्त्पन्‍न	1
मन्‍तर	टुनामुना	1
मन्‍तर	जनाले	1
मन्‍तर	पुस्तकहरू	1
तन्‍तर	ल्याई	1
चोव़मे	जलाए	1
किताब	सबैको	1
किताब	मूल्याङ्कन	1
थाप्‍शो	बराबर	1
काबु	अफ्नो	1
निक्‍बु	सेवा-कार्य	1
रोम	पवित्र	1
मजाक्‍दीत्‍थु	आत्माको	1
मजाक्‍दीत्‍थु	अगुवाइमा	1
जाक्‍दीत्‍नुङ	यरूशलेमतर्फ	1
जाक्‍दीत्‍नुङ	पुगेपछि	1
मजाक्‍दीत्‍थु	जानै	1
मप्रोंइनुङ	पर्छ	1
पशा	चेलाहरू	1
इरास्‍तस	एरास्तसलाई	1
इरास्‍तस	सहयोग	1
